type,date,close
Advertising & marketing,2016-09-21T04:00:00Z,0.75
Advertising & marketing,2016-09-20T04:00:00Z,0.76
Advertising & marketing,2016-09-19T04:00:00Z,0.76
Advertising & marketing,2016-09-18T04:00:00Z,0.76
Advertising & marketing,2016-09-17T04:00:00Z,0.76
Advertising & marketing,2016-09-16T04:00:00Z,0.76
Advertising & marketing,2016-09-15T04:00:00Z,0.77
Advertising & marketing,2016-09-14T04:00:00Z,0.77
Advertising & marketing,2016-09-13T04:00:00Z,0.76
Advertising & marketing,2016-09-12T04:00:00Z,0.75
Advertising & marketing,2016-09-11T04:00:00Z,0.72
Advertising & marketing,2016-09-10T04:00:00Z,0.71
Advertising & marketing,2016-09-09T04:00:00Z,0.71
Advertising & marketing,2016-09-08T04:00:00Z,0.7
Advertising & marketing,2016-09-07T04:00:00Z,0.69
Advertising & marketing,2016-09-06T04:00:00Z,0.68
Advertising & marketing,2016-09-05T04:00:00Z,0.68
Advertising & marketing,2016-09-04T04:00:00Z,0.71
Advertising & marketing,2016-09-03T04:00:00Z,0.71
Advertising & marketing,2016-09-02T04:00:00Z,0.71
Advertising & marketing,2016-09-01T04:00:00Z,0.71
Advertising & marketing,2016-08-31T04:00:00Z,0.71
Advertising & marketing,2016-08-30T04:00:00Z,0.71
Advertising & marketing,2016-08-29T04:00:00Z,0.71
Advertising & marketing,2016-08-28T04:00:00Z,0.72
Advertising & marketing,2016-08-27T04:00:00Z,0.72
Advertising & marketing,2016-08-26T04:00:00Z,0.73
Advertising & marketing,2016-08-25T04:00:00Z,0.79
Advertising & marketing,2016-08-24T04:00:00Z,0.81
Advertising & marketing,2016-08-23T04:00:00Z,0.82
Advertising & marketing,2016-08-22T04:00:00Z,0.82
Advertising & marketing,2016-08-21T04:00:00Z,0.81
Advertising & marketing,2016-08-20T04:00:00Z,0.81
Advertising & marketing,2016-08-19T04:00:00Z,0.85
Advertising & marketing,2016-08-18T04:00:00Z,0.79
Advertising & marketing,2016-08-17T04:00:00Z,0.78
Advertising & marketing,2016-08-16T04:00:00Z,0.77
Advertising & marketing,2016-08-15T04:00:00Z,0.78
Advertising & marketing,2016-08-14T04:00:00Z,0.79
Advertising & marketing,2016-08-13T04:00:00Z,0.78
Advertising & marketing,2016-08-12T04:00:00Z,0.74
Advertising & marketing,2016-08-11T04:00:00Z,0.74
Advertising & marketing,2016-08-10T04:00:00Z,0.73
Advertising & marketing,2016-08-09T04:00:00Z,0.72
Advertising & marketing,2016-08-08T04:00:00Z,0.73
Advertising & marketing,2016-08-07T04:00:00Z,0.73
Advertising & marketing,2016-08-06T04:00:00Z,0.75
Advertising & marketing,2016-08-05T04:00:00Z,0.75
Advertising & marketing,2016-08-04T04:00:00Z,0.75
Advertising & marketing,2016-08-03T04:00:00Z,0.75
Advertising & marketing,2016-08-02T04:00:00Z,0.75
Advertising & marketing,2016-08-01T04:00:00Z,0.74
Advertising & marketing,2016-07-31T04:00:00Z,0.72
Advertising & marketing,2016-07-30T04:00:00Z,0.7
Advertising & marketing,2016-07-29T04:00:00Z,0.7
Advertising & marketing,2016-07-28T04:00:00Z,0.7
Advertising & marketing,2016-07-27T04:00:00Z,0.7
Advertising & marketing,2016-07-26T04:00:00Z,0.7
Advertising & marketing,2016-07-25T04:00:00Z,0.7
Advertising & marketing,2016-07-24T04:00:00Z,0.7
Advertising & marketing,2016-07-23T04:00:00Z,0.7
Advertising & marketing,2016-07-22T04:00:00Z,0.7
Advertising & marketing,2016-07-21T04:00:00Z,0.7
Advertising & marketing,2016-07-20T04:00:00Z,0.7
Advertising & marketing,2016-07-19T04:00:00Z,0.7
Advertising & marketing,2016-07-18T04:00:00Z,0.7
Advertising & marketing,2016-07-17T04:00:00Z,0.7
Advertising & marketing,2016-07-16T04:00:00Z,0.7
Advertising & marketing,2016-07-15T04:00:00Z,0.7
Advertising & marketing,2016-07-14T04:00:00Z,0.7
Advertising & marketing,2016-07-13T04:00:00Z,0.7
Advertising & marketing,2016-07-12T04:00:00Z,0.7
Advertising & marketing,2016-07-11T04:00:00Z,0.7
Advertising & marketing,2016-07-10T04:00:00Z,0.66
Advertising & marketing,2016-07-09T04:00:00Z,0.66
Advertising & marketing,2016-07-08T04:00:00Z,0.65
Advertising & marketing,2016-07-07T04:00:00Z,0.65
Advertising & marketing,2016-07-06T04:00:00Z,0.65
Advertising & marketing,2016-07-05T04:00:00Z,0.65
Advertising & marketing,2016-07-04T04:00:00Z,0.66
Advertising & marketing,2016-07-03T04:00:00Z,0.7
Advertising & marketing,2016-07-02T04:00:00Z,0.71
Advertising & marketing,2016-07-01T04:00:00Z,0.71
Advertising & marketing,2016-06-30T04:00:00Z,0.71
Advertising & marketing,2016-06-29T04:00:00Z,0.72
Advertising & marketing,2016-06-28T04:00:00Z,0.72
Advertising & marketing,2016-06-27T04:00:00Z,0.72
Advertising & marketing,2016-06-26T04:00:00Z,0.71
Advertising & marketing,2016-06-25T04:00:00Z,0.7
Advertising & marketing,2016-06-24T04:00:00Z,0.7
Advertising & marketing,2016-06-23T04:00:00Z,0.7
Advertising & marketing,2016-06-22T04:00:00Z,0.69
Advertising & marketing,2016-06-21T04:00:00Z,0.7
Advertising & marketing,2016-06-20T04:00:00Z,0.69
Advertising & marketing,2016-06-19T04:00:00Z,0.7
Advertising & marketing,2016-06-18T04:00:00Z,0.7
Advertising & marketing,2016-06-17T04:00:00Z,0.7
Advertising & marketing,2016-06-16T04:00:00Z,0.71
Advertising & marketing,2016-06-15T04:00:00Z,0.71
Advertising & marketing,2016-06-14T04:00:00Z,0.71
Advertising & marketing,2016-06-13T04:00:00Z,0.71
Advertising & marketing,2016-06-12T04:00:00Z,0.71
Advertising & marketing,2016-06-11T04:00:00Z,0.71
Advertising & marketing,2016-06-10T04:00:00Z,0.71
Advertising & marketing,2016-06-09T04:00:00Z,0.72
Advertising & marketing,2016-06-08T04:00:00Z,0.72
Advertising & marketing,2016-06-07T04:00:00Z,0.72
Advertising & marketing,2016-06-06T04:00:00Z,0.72
Advertising & marketing,2016-06-05T04:00:00Z,0.69
Advertising & marketing,2016-06-04T04:00:00Z,0.68
Advertising & marketing,2016-06-03T04:00:00Z,0.67
Advertising & marketing,2016-06-02T04:00:00Z,0.66
Advertising & marketing,2016-06-01T04:00:00Z,0.66
Advertising & marketing,2016-05-31T04:00:00Z,0.65
Advertising & marketing,2016-05-30T04:00:00Z,0.66
Advertising & marketing,2016-05-29T04:00:00Z,0.69
Advertising & marketing,2016-05-28T04:00:00Z,0.7
Advertising & marketing,2016-05-27T04:00:00Z,0.71
Advertising & marketing,2016-05-26T04:00:00Z,0.72
Advertising & marketing,2016-05-25T04:00:00Z,0.73
Advertising & marketing,2016-05-24T04:00:00Z,0.73
Advertising & marketing,2016-05-23T04:00:00Z,0.74
Advertising & marketing,2016-05-22T04:00:00Z,0.74
Advertising & marketing,2016-05-21T04:00:00Z,0.74
Advertising & marketing,2016-05-20T04:00:00Z,0.74
Advertising & marketing,2016-05-19T04:00:00Z,0.74
Advertising & marketing,2016-05-18T04:00:00Z,0.76
Advertising & marketing,2016-05-17T04:00:00Z,0.76
Advertising & marketing,2016-05-16T04:00:00Z,0.76
Advertising & marketing,2016-05-15T04:00:00Z,0.77
Advertising & marketing,2016-05-14T04:00:00Z,0.76
Advertising & marketing,2016-05-13T04:00:00Z,0.76
Advertising & marketing,2016-05-12T04:00:00Z,0.76
Advertising & marketing,2016-05-11T04:00:00Z,0.74
Advertising & marketing,2016-05-10T04:00:00Z,0.74
Advertising & marketing,2016-05-09T04:00:00Z,0.74
Advertising & marketing,2016-05-08T04:00:00Z,0.74
Advertising & marketing,2016-05-07T04:00:00Z,0.75
Advertising & marketing,2016-05-06T04:00:00Z,0.76
Advertising & marketing,2016-05-05T04:00:00Z,0.76
Advertising & marketing,2016-05-04T04:00:00Z,0.76
Advertising & marketing,2016-05-03T04:00:00Z,0.76
Advertising & marketing,2016-05-02T04:00:00Z,0.76
Advertising & marketing,2016-05-01T04:00:00Z,0.76
Advertising & marketing,2016-04-30T04:00:00Z,0.76
Advertising & marketing,2016-04-29T04:00:00Z,0.76
Advertising & marketing,2016-04-28T04:00:00Z,0.75
Advertising & marketing,2016-04-27T04:00:00Z,0.74
Advertising & marketing,2016-04-26T04:00:00Z,0.74
Advertising & marketing,2016-04-25T04:00:00Z,0.75
Advertising & marketing,2016-04-24T04:00:00Z,0.74
Advertising & marketing,2016-04-23T04:00:00Z,0.74
Advertising & marketing,2016-04-22T04:00:00Z,0.75
Advertising & marketing,2016-04-21T04:00:00Z,0.75
Advertising & marketing,2016-04-20T04:00:00Z,0.76
Advertising & marketing,2016-04-19T04:00:00Z,0.76
Advertising & marketing,2016-04-18T04:00:00Z,0.76
Advertising & marketing,2016-04-17T04:00:00Z,0.77
Advertising & marketing,2016-04-16T04:00:00Z,0.77
Advertising & marketing,2016-04-15T04:00:00Z,0.77
Advertising & marketing,2016-04-14T04:00:00Z,0.77
Advertising & marketing,2016-04-13T04:00:00Z,0.78
Advertising & marketing,2016-04-12T04:00:00Z,0.78
Advertising & marketing,2016-04-11T04:00:00Z,0.78
Advertising & marketing,2016-04-10T04:00:00Z,0.78
Advertising & marketing,2016-04-09T04:00:00Z,0.78
Advertising & marketing,2016-04-08T04:00:00Z,0.77
Advertising & marketing,2016-04-07T04:00:00Z,0.77
Advertising & marketing,2016-04-06T04:00:00Z,0.76
Advertising & marketing,2016-04-05T04:00:00Z,0.76
Advertising & marketing,2016-04-04T04:00:00Z,0.76
Advertising & marketing,2016-04-03T04:00:00Z,0.75
Advertising & marketing,2016-04-02T04:00:00Z,0.75
Advertising & marketing,2016-04-01T04:00:00Z,0.75
Advertising & marketing,2016-03-31T04:00:00Z,0.74
Advertising & marketing,2016-03-30T04:00:00Z,0.73
Advertising & marketing,2016-03-29T04:00:00Z,0.73
Advertising & marketing,2016-03-28T04:00:00Z,0.72
Advertising & marketing,2016-03-27T04:00:00Z,0.73
Advertising & marketing,2016-03-26T04:00:00Z,0.73
Advertising & marketing,2016-03-25T04:00:00Z,0.73
Advertising & marketing,2016-03-24T04:00:00Z,0.74
Advertising & marketing,2016-03-23T04:00:00Z,0.74
Advertising & marketing,2016-03-22T04:00:00Z,0.74
Advertising & marketing,2016-03-21T04:00:00Z,0.74
Advertising & marketing,2016-03-20T04:00:00Z,0.74
